,開始時刻,始値,高値,安値,終値,取引量,取引総額
110,2025-01-06 07:00:00,98472.0,98798.0,98303.6,98656.2,1508.183,148648012.6473
111,2025-01-06 08:00:00,98656.2,98828.5,98271.2,98340.5,1987.893,195839406.975
112,2025-01-06 09:00:00,98340.5,98755.6,98146.5,98183.9,2413.3,237501048.6164
113,2025-01-06 10:00:00,98183.9,98790.6,97861.0,98716.6,3172.766,311793885.7422
114,2025-01-06 11:00:00,98716.6,99282.2,98606.8,98780.0,6631.723,656087021.7218
115,2025-01-06 12:00:00,98780.0,99222.7,98710.0,99001.7,2125.208,210484256.5412
116,2025-01-06 13:00:00,99001.7,99473.5,99001.7,99429.5,2886.557,286598663.4759
117,2025-01-06 14:00:00,99429.5,99877.7,99364.9,99580.0,4806.417,478940641.4333
118,2025-01-06 15:00:00,99580.0,99771.0,99400.0,99468.2,2877.561,286453488.804
119,2025-01-06 16:00:00,99468.2,99508.2,99115.0,99275.0,2488.339,247071458.042
120,2025-01-06 17:00:00,99275.0,99608.1,98949.1,99017.4,3018.525,299519541.7072
121,2025-01-06 18:00:00,99017.4,99225.1,98920.5,98979.1,1287.847,127580752.873
122,2025-01-06 19:00:00,98979.1,99049.9,98679.2,98742.6,2820.612,278735560.1467
123,2025-01-06 20:00:00,98742.6,99400.0,98683.4,99238.8,3264.082,323539434.0359
124,2025-01-06 21:00:00,99238.8,99700.0,99100.1,99120.0,3009.585,299160756.1287
125,2025-01-06 22:00:00,99120.0,99538.5,98862.1,99460.3,3721.421,369106473.5262
126,2025-01-06 23:00:00,99460.3,101281.0,98612.2,100692.4,18631.53,1863590202.0229
127,2025-01-07 00:00:00,100692.4,102471.7,100428.1,102117.4,17532.823,1780721993.3433
128,2025-01-07 01:00:00,102117.4,102459.4,101697.3,102132.7,8932.625,912454757.6455
129,2025-01-07 02:00:00,102132.7,102141.7,101210.0,101788.0,5846.338,594288229.4413
130,2025-01-07 03:00:00,101788.0,102020.0,101523.4,101702.4,2307.703,234987720.1891
131,2025-01-07 04:00:00,101702.4,101996.0,101585.8,101761.6,1550.336,157836681.5481
132,2025-01-07 05:00:00,101761.6,102291.7,101736.8,102056.1,3331.621,339910275.3646
133,2025-01-07 06:00:00,102056.1,102276.5,101515.0,101545.7,2030.827,206912600.6064
134,2025-01-07 07:00:00,101545.7,102041.8,101535.4,101956.4,1362.863,138705743.983
135,2025-01-07 08:00:00,101956.4,102198.9,101850.0,102185.9,1185.079,120941348.3413
136,2025-01-07 09:00:00,102185.9,102702.1,101891.2,101996.9,4168.316,426325019.4161
137,2025-01-07 10:00:00,101996.9,102027.1,101649.6,101869.3,1874.591,190900199.7341
138,2025-01-07 11:00:00,101869.3,101979.4,101590.9,101623.3,1173.704,119466414.4573
139,2025-01-07 12:00:00,101623.3,101780.1,101454.1,101650.9,1908.844,194009033.9882
140,2025-01-07 13:00:00,101650.9,101883.8,101615.0,101615.1,944.344,96101178.1368
141,2025-01-07 14:00:00,101615.1,101733.4,101524.7,101686.9,1037.101,105398944.9303
142,2025-01-07 15:00:00,101686.9,101850.0,101580.1,101760.0,956.959,97353382.6679
143,2025-01-07 16:00:00,101760.0,101975.0,101604.1,101646.2,1300.764,132398885.6087
144,2025-01-07 17:00:00,101646.2,101966.0,101578.6,101872.0,1349.815,137382090.3885
145,2025-01-07 18:00:00,101872.0,101895.4,101596.5,101667.1,1200.567,122111573.6753
146,2025-01-07 19:00:00,101667.1,101667.1,101333.3,101358.6,2512.91,254970795.2688
147,2025-01-07 20:00:00,101358.6,101426.3,100441.0,100796.4,7231.904,729438458.6951
148,2025-01-07 21:00:00,100796.4,100923.9,100567.6,100719.5,2663.674,268420599.4345
149,2025-01-07 22:00:00,100719.5,100955.5,100575.9,100606.0,2902.668,292416252.5462
150,2025-01-07 23:00:00,100606.0,100827.2,99709.0,99938.6,13846.453,1389301056.5045
151,2025-01-08 00:00:00,99938.6,100165.2,97088.0,97905.1,41252.163,4060688338.3213
152,2025-01-08 01:00:00,97905.1,98329.8,97558.2,97695.3,9886.393,968011836.9451
153,2025-01-08 02:00:00,97695.3,97772.4,96500.0,97242.4,13671.76,1328133010.8693
154,2025-01-08 03:00:00,97242.4,97514.2,96568.3,96720.5,6048.358,586869095.1197
155,2025-01-08 04:00:00,96720.5,97157.5,96159.2,96415.7,7229.891,698696644.8527
156,2025-01-08 05:00:00,96415.7,96850.0,96113.4,96494.5,8008.508,772212459.9092
157,2025-01-08 06:00:00,96494.5,97051.7,96350.0,96461.3,4842.182,468281369.7731
158,2025-01-08 07:00:00,96461.3,97188.8,96355.8,97127.4,2534.229,245589890.5398
159,2025-01-08 08:00:00,97127.4,97155.0,96750.0,96908.1,2114.728,204997765.6967
160,2025-01-08 09:00:00,96908.1,97224.3,96623.7,97208.7,2713.961,263069847.2981
161,2025-01-08 10:00:00,97208.7,97209.6,96559.8,96853.1,2454.519,237677120.9649
162,2025-01-08 11:00:00,96853.1,97133.6,96719.8,96808.8,2126.223,206162507.3808
163,2025-01-08 12:00:00,96808.8,96809.7,96165.4,96487.5,5342.281,515341797.1206
164,2025-01-08 13:00:00,96487.5,96599.4,95830.1,96231.3,5876.29,565584881.7731
165,2025-01-08 14:00:00,96231.3,96623.5,96016.3,96445.9,2916.59,281066676.9249
166,2025-01-08 15:00:00,96445.9,96599.4,95209.0,95239.2,8022.009,767541229.9454
167,2025-01-08 16:00:00,95239.2,95794.0,95202.3,95608.9,4691.751,447997389.4738
168,2025-01-08 17:00:00,95608.9,96095.9,95475.5,95894.5,3562.61,341394613.0056
169,2025-01-08 18:00:00,95894.5,96061.0,95363.6,95383.5,3477.916,332984354.9761
170,2025-01-08 19:00:00,95383.5,95968.9,95383.4,95911.2,3271.509,312936563.1374
171,2025-01-08 20:00:00,95911.2,96012.8,94458.0,95101.8,11521.298,1094957508.7327
172,2025-01-08 21:00:00,95101.8,95332.5,94800.0,94842.1,5462.581,519314660.4921
173,2025-01-08 22:00:00,94842.1,95642.3,94842.1,95348.0,5983.553,570437321.7123
174,2025-01-08 23:00:00,95348.0,95837.8,94820.4,95251.0,9490.574,904146465.3244
175,2025-01-09 00:00:00,95251.0,96037.9,94571.0,95455.3,13831.404,1316818340.6978
176,2025-01-09 01:00:00,95455.3,95457.8,94503.7,94754.7,5768.086,547485354.4094
177,2025-01-09 02:00:00,94754.7,94819.0,92378.5,93957.6,28516.724,2667771064.7839
178,2025-01-09 03:00:00,93957.6,95082.1,93705.0,94195.7,10487.455,989615565.0458
179,2025-01-09 04:00:00,94195.7,94817.3,94008.8,94211.6,6798.048,641665166.7701
180,2025-01-09 05:00:00,94211.6,94384.9,93703.1,93947.4,4557.249,428381387.7404
181,2025-01-09 06:00:00,93947.4,94550.0,93530.5,94408.4,3952.488,371939727.5486
182,2025-01-09 07:00:00,94408.4,95254.5,94401.2,95247.5,3973.451,376851852.8854
183,2025-01-09 08:00:00,95247.5,95251.9,94850.0,95022.2,1536.526,145990517.993
184,2025-01-09 09:00:00,95022.2,95140.2,94760.0,95110.9,1778.001,168808007.3816
185,2025-01-09 10:00:00,95110.9,95356.6,94931.1,94946.9,1935.142,184086615.0713
186,2025-01-09 11:00:00,94946.9,94999.3,93374.9,94732.5,14580.863,1372899616.1159
187,2025-01-09 12:00:00,94732.5,94758.2,93955.6,93966.1,3530.596,332741862.7636
188,2025-01-09 13:00:00,93966.1,94450.0,93736.0,94370.2,3040.266,286005525.9676
189,2025-01-09 14:00:00,94370.2,94540.3,94225.0,94438.7,1660.184,156697376.8531
190,2025-01-09 15:00:00,94438.7,94588.6,94001.0,94052.3,1813.133,170971263.085
191,2025-01-09 16:00:00,94052.3,94264.7,93089.4,93175.6,5075.48,474934650.8119
192,2025-01-09 17:00:00,93175.6,93360.0,92705.0,92979.5,7271.242,676275395.19
193,2025-01-09 18:00:00,92979.5,93694.1,92916.0,93464.6,2829.436,264244859.7368
194,2025-01-09 19:00:00,93464.6,93623.1,92980.1,93416.0,2673.379,249351147.6681
195,2025-01-09 20:00:00,93416.0,93827.2,93150.0,93410.1,3226.832,301713153.185
196,2025-01-09 21:00:00,93410.1,93648.3,93103.0,93369.0,2985.39,278849408.995
197,2025-01-09 22:00:00,93369.0,93450.7,91825.0,91933.7,11600.575,1072225542.4656
198,2025-01-09 23:00:00,91933.7,92868.0,91738.0,92815.1,9734.024,898277256.7601
199,2025-01-10 00:00:00,92815.1,94555.0,92637.2,94210.8,11830.334,1107560001.7322
